[2022-05-04 02:23:15,738][run.py][line:113][INFO] start training on GPU 0!
[2022-05-04 02:23:15,738][run.py][line:114][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, mlp_layers=2, gnn_layers=2, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='MELD', windowp=1, windowf=0, max_grad_norm=5.0, lr=1e-05, dropout=0.1, batch_size=64, epochs=70, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-05-04 02:23:46,153][run.py][line:168][INFO] Epoch: 1, train_loss: 1.9108, train_acc: 30.21, train_fscore: 23.25, valid_loss: 1.8878, valid_acc: 46.89, valid_fscore: 45.14, test_loss: 1.8874, test_acc: 50.38, test_fscore: 48.42, time: 18.36 sec
[2022-05-04 02:24:59,153][run.py][line:168][INFO] Epoch: 16, train_loss: 0.2245, train_acc: 95.98, train_fscore: 95.95, valid_loss: 1.3723, valid_acc: 63.57, valid_fscore: 62.43, test_loss: 1.413, test_acc: 63.83, test_fscore: 63.1, time: 4.67 sec
[2022-05-04 02:25:03,737][run.py][line:168][INFO] Epoch: 17, train_loss: 0.2076, train_acc: 96.05, train_fscore: 96.03, valid_loss: 1.3913, valid_acc: 63.39, valid_fscore: 62.3, test_loss: 1.4439, test_acc: 63.83, test_fscore: 63.15, time: 4.58 sec
[2022-05-04 02:25:08,351][run.py][line:168][INFO] Epoch: 18, train_loss: 0.1987, train_acc: 96.12, train_fscore: 96.11, valid_loss: 1.4161, valid_acc: 63.48, valid_fscore: 62.54, test_loss: 1.4741, test_acc: 63.75, test_fscore: 63.14, time: 4.61 sec
[2022-05-04 02:25:12,992][run.py][line:168][INFO] Epoch: 19, train_loss: 0.1897, train_acc: 96.06, train_fscore: 96.05, valid_loss: 1.4326, valid_acc: 63.48, valid_fscore: 62.58, test_loss: 1.5009, test_acc: 63.75, test_fscore: 63.21, time: 4.64 sec
[2022-05-04 02:25:17,645][run.py][line:168][INFO] Epoch: 20, train_loss: 0.1796, train_acc: 96.19, train_fscore: 96.19, valid_loss: 1.461, valid_acc: 63.57, valid_fscore: 62.71, test_loss: 1.5257, test_acc: 63.75, test_fscore: 63.24, time: 4.65 sec
[2022-05-04 02:25:22,222][run.py][line:168][INFO] Epoch: 21, train_loss: 0.174, train_acc: 96.09, train_fscore: 96.09, valid_loss: 1.4735, valid_acc: 63.48, valid_fscore: 62.62, test_loss: 1.5438, test_acc: 63.72, test_fscore: 63.21, time: 4.58 sec
[2022-05-04 02:25:26,896][run.py][line:168][INFO] Epoch: 22, train_loss: 0.1697, train_acc: 96.12, train_fscore: 96.13, valid_loss: 1.4947, valid_acc: 63.39, valid_fscore: 62.6, test_loss: 1.563, test_acc: 63.56, test_fscore: 63.12, time: 4.67 sec
[2022-05-04 02:25:32,333][run.py][line:168][INFO] Epoch: 23, train_loss: 0.1662, train_acc: 96.06, train_fscore: 96.07, valid_loss: 1.5084, valid_acc: 63.57, valid_fscore: 62.78, test_loss: 1.5801, test_acc: 63.64, test_fscore: 63.19, time: 5.44 sec
[2022-05-04 02:25:37,887][run.py][line:168][INFO] Epoch: 24, train_loss: 0.1696, train_acc: 96.13, train_fscore: 96.14, valid_loss: 1.5224, valid_acc: 63.75, valid_fscore: 62.94, test_loss: 1.5933, test_acc: 63.75, test_fscore: 63.28, time: 5.55 sec
[2022-05-04 02:25:43,250][run.py][line:168][INFO] Epoch: 25, train_loss: 0.1678, train_acc: 96.07, train_fscore: 96.08, valid_loss: 1.5191, valid_acc: 63.57, valid_fscore: 62.8, test_loss: 1.6021, test_acc: 63.56, test_fscore: 63.13, time: 5.36 sec
[2022-05-04 02:25:48,683][run.py][line:168][INFO] Epoch: 26, train_loss: 0.1654, train_acc: 96.03, train_fscore: 96.04, valid_loss: 1.5328, valid_acc: 63.66, valid_fscore: 62.91, test_loss: 1.6063, test_acc: 63.6, test_fscore: 63.2, time: 5.43 sec
[2022-05-04 02:25:54,077][run.py][line:168][INFO] Epoch: 27, train_loss: 0.1646, train_acc: 96.14, train_fscore: 96.15, valid_loss: 1.523, valid_acc: 63.84, valid_fscore: 63.1, test_loss: 1.618, test_acc: 63.64, test_fscore: 63.22, time: 5.39 sec
[2022-05-04 02:25:59,529][run.py][line:168][INFO] Epoch: 28, train_loss: 0.1606, train_acc: 96.13, train_fscore: 96.14, valid_loss: 1.5444, valid_acc: 63.75, valid_fscore: 63.01, test_loss: 1.6203, test_acc: 63.83, test_fscore: 63.42, time: 5.45 sec
[2022-05-04 02:26:04,114][run.py][line:168][INFO] Epoch: 29, train_loss: 0.1623, train_acc: 96.07, train_fscore: 96.08, valid_loss: 1.5484, valid_acc: 63.84, valid_fscore: 63.14, test_loss: 1.6299, test_acc: 63.64, test_fscore: 63.23, time: 4.58 sec
[2022-05-04 02:26:09,513][run.py][line:168][INFO] Epoch: 30, train_loss: 0.1609, train_acc: 96.1, train_fscore: 96.11, valid_loss: 1.5573, valid_acc: 63.66, valid_fscore: 62.96, test_loss: 1.6314, test_acc: 63.6, test_fscore: 63.23, time: 5.4 sec
[2022-05-04 02:26:14,876][run.py][line:168][INFO] Epoch: 31, train_loss: 0.1549, train_acc: 96.1, train_fscore: 96.11, valid_loss: 1.5586, valid_acc: 63.75, valid_fscore: 63.02, test_loss: 1.6391, test_acc: 63.64, test_fscore: 63.26, time: 5.36 sec
[2022-05-04 02:26:20,310][run.py][line:168][INFO] Epoch: 32, train_loss: 0.1558, train_acc: 96.1, train_fscore: 96.11, valid_loss: 1.5713, valid_acc: 63.66, valid_fscore: 62.95, test_loss: 1.6414, test_acc: 63.87, test_fscore: 63.48, time: 5.43 sec
[2022-05-04 02:26:26,048][run.py][line:168][INFO] Epoch: 33, train_loss: 0.157, train_acc: 96.12, train_fscore: 96.13, valid_loss: 1.5649, valid_acc: 63.66, valid_fscore: 62.95, test_loss: 1.6417, test_acc: 63.75, test_fscore: 63.36, time: 5.74 sec
[2022-05-04 02:26:30,666][run.py][line:168][INFO] Epoch: 34, train_loss: 0.1613, train_acc: 96.08, train_fscore: 96.09, valid_loss: 1.5672, valid_acc: 63.75, valid_fscore: 63.06, test_loss: 1.643, test_acc: 63.72, test_fscore: 63.34, time: 4.62 sec
[2022-05-04 02:26:36,105][run.py][line:168][INFO] Epoch: 35, train_loss: 0.158, train_acc: 96.16, train_fscore: 96.17, valid_loss: 1.5714, valid_acc: 63.57, valid_fscore: 62.87, test_loss: 1.6464, test_acc: 63.75, test_fscore: 63.36, time: 5.44 sec
[2022-05-04 02:26:40,879][run.py][line:168][INFO] Epoch: 36, train_loss: 0.1535, train_acc: 96.13, train_fscore: 96.14, valid_loss: 1.5875, valid_acc: 63.75, valid_fscore: 63.0, test_loss: 1.6478, test_acc: 63.79, test_fscore: 63.4, time: 4.77 sec
[2022-05-04 02:26:45,517][run.py][line:168][INFO] Epoch: 37, train_loss: 0.1558, train_acc: 96.19, train_fscore: 96.2, valid_loss: 1.5671, valid_acc: 63.75, valid_fscore: 62.99, test_loss: 1.6502, test_acc: 63.72, test_fscore: 63.33, time: 4.64 sec
[2022-05-04 02:26:50,279][run.py][line:168][INFO] Epoch: 38, train_loss: 0.1574, train_acc: 96.1, train_fscore: 96.11, valid_loss: 1.5668, valid_acc: 63.66, valid_fscore: 62.95, test_loss: 1.6508, test_acc: 63.6, test_fscore: 63.25, time: 4.76 sec
[2022-05-04 02:26:55,463][run.py][line:168][INFO] Epoch: 39, train_loss: 0.1522, train_acc: 96.11, train_fscore: 96.12, valid_loss: 1.5545, valid_acc: 63.84, valid_fscore: 63.1, test_loss: 1.6555, test_acc: 63.68, test_fscore: 63.26, time: 5.18 sec
[2022-05-04 02:27:00,959][run.py][line:168][INFO] Epoch: 40, train_loss: 0.1587, train_acc: 96.09, train_fscore: 96.1, valid_loss: 1.5985, valid_acc: 63.84, valid_fscore: 63.1, test_loss: 1.6575, test_acc: 63.72, test_fscore: 63.34, time: 5.5 sec
[2022-05-04 02:27:06,678][run.py][line:168][INFO] Epoch: 41, train_loss: 0.1564, train_acc: 96.09, train_fscore: 96.1, valid_loss: 1.5727, valid_acc: 63.48, valid_fscore: 62.73, test_loss: 1.6617, test_acc: 63.64, test_fscore: 63.27, time: 5.72 sec
[2022-05-04 02:27:12,105][run.py][line:168][INFO] Epoch: 42, train_loss: 0.1579, train_acc: 96.19, train_fscore: 96.19, valid_loss: 1.5832, valid_acc: 64.02, valid_fscore: 63.31, test_loss: 1.655, test_acc: 63.83, test_fscore: 63.45, time: 5.43 sec
[2022-05-04 02:27:18,085][run.py][line:168][INFO] Epoch: 43, train_loss: 0.1536, train_acc: 96.21, train_fscore: 96.22, valid_loss: 1.581, valid_acc: 63.66, valid_fscore: 62.95, test_loss: 1.658, test_acc: 63.45, test_fscore: 63.09, time: 5.98 sec
[2022-05-04 02:27:24,342][run.py][line:168][INFO] Epoch: 44, train_loss: 0.151, train_acc: 96.1, train_fscore: 96.11, valid_loss: 1.5845, valid_acc: 63.75, valid_fscore: 62.99, test_loss: 1.6532, test_acc: 63.83, test_fscore: 63.47, time: 6.26 sec
[2022-05-04 02:27:30,797][run.py][line:168][INFO] Epoch: 45, train_loss: 0.1525, train_acc: 96.18, train_fscore: 96.19, valid_loss: 1.5738, valid_acc: 63.57, valid_fscore: 62.83, test_loss: 1.6578, test_acc: 63.75, test_fscore: 63.42, time: 6.45 sec
[2022-05-04 02:27:37,386][run.py][line:168][INFO] Epoch: 46, train_loss: 0.1492, train_acc: 96.19, train_fscore: 96.2, valid_loss: 1.5837, valid_acc: 63.66, valid_fscore: 62.91, test_loss: 1.662, test_acc: 63.75, test_fscore: 63.38, time: 6.59 sec
[2022-05-04 02:27:43,850][run.py][line:168][INFO] Epoch: 47, train_loss: 0.1575, train_acc: 96.19, train_fscore: 96.2, valid_loss: 1.5817, valid_acc: 63.66, valid_fscore: 62.91, test_loss: 1.6669, test_acc: 63.83, test_fscore: 63.45, time: 6.46 sec
[2022-05-04 02:27:50,715][run.py][line:168][INFO] Epoch: 48, train_loss: 0.1495, train_acc: 96.17, train_fscore: 96.17, valid_loss: 1.5719, valid_acc: 63.66, valid_fscore: 62.91, test_loss: 1.6566, test_acc: 63.79, test_fscore: 63.46, time: 6.86 sec
[2022-05-04 02:27:56,996][run.py][line:168][INFO] Epoch: 49, train_loss: 0.1575, train_acc: 96.08, train_fscore: 96.09, valid_loss: 1.5631, valid_acc: 63.84, valid_fscore: 63.18, test_loss: 1.6557, test_acc: 63.83, test_fscore: 63.46, time: 6.28 sec
[2022-05-04 02:28:02,571][run.py][line:168][INFO] Epoch: 50, train_loss: 0.1507, train_acc: 96.16, train_fscore: 96.17, valid_loss: 1.5831, valid_acc: 63.3, valid_fscore: 62.6, test_loss: 1.6645, test_acc: 63.6, test_fscore: 63.24, time: 5.57 sec
[2022-05-04 02:28:08,953][run.py][line:168][INFO] Epoch: 51, train_loss: 0.1509, train_acc: 96.15, train_fscore: 96.16, valid_loss: 1.5388, valid_acc: 63.3, valid_fscore: 62.57, test_loss: 1.6619, test_acc: 63.68, test_fscore: 63.33, time: 6.38 sec
[2022-05-04 02:28:14,319][run.py][line:168][INFO] Epoch: 52, train_loss: 0.155, train_acc: 96.22, train_fscore: 96.23, valid_loss: 1.5893, valid_acc: 63.57, valid_fscore: 62.83, test_loss: 1.6678, test_acc: 63.91, test_fscore: 63.53, time: 5.37 sec
[2022-05-04 02:28:19,904][run.py][line:168][INFO] Epoch: 53, train_loss: 0.1507, train_acc: 96.16, train_fscore: 96.17, valid_loss: 1.5956, valid_acc: 63.66, valid_fscore: 62.94, test_loss: 1.6648, test_acc: 63.49, test_fscore: 63.12, time: 5.58 sec
[2022-05-04 02:28:25,228][run.py][line:168][INFO] Epoch: 54, train_loss: 0.148, train_acc: 96.24, train_fscore: 96.25, valid_loss: 1.5845, valid_acc: 63.48, valid_fscore: 62.73, test_loss: 1.6615, test_acc: 63.83, test_fscore: 63.45, time: 5.32 sec
[2022-05-04 02:28:30,704][run.py][line:168][INFO] Epoch: 55, train_loss: 0.153, train_acc: 96.19, train_fscore: 96.19, valid_loss: 1.5896, valid_acc: 63.3, valid_fscore: 62.56, test_loss: 1.667, test_acc: 63.68, test_fscore: 63.32, time: 5.48 sec
[2022-05-04 02:28:36,144][run.py][line:168][INFO] Epoch: 56, train_loss: 0.1491, train_acc: 96.16, train_fscore: 96.17, valid_loss: 1.5709, valid_acc: 63.66, valid_fscore: 62.97, test_loss: 1.6568, test_acc: 64.02, test_fscore: 63.66, time: 5.44 sec
[2022-05-04 02:28:41,533][run.py][line:168][INFO] Epoch: 57, train_loss: 0.1494, train_acc: 96.18, train_fscore: 96.19, valid_loss: 1.5831, valid_acc: 63.48, valid_fscore: 62.73, test_loss: 1.6631, test_acc: 63.79, test_fscore: 63.43, time: 5.39 sec
[2022-05-04 02:28:46,809][run.py][line:168][INFO] Epoch: 58, train_loss: 0.1498, train_acc: 96.15, train_fscore: 96.16, valid_loss: 1.5795, valid_acc: 63.39, valid_fscore: 62.66, test_loss: 1.67, test_acc: 63.56, test_fscore: 63.2, time: 5.28 sec
[2022-05-04 02:28:52,134][run.py][line:168][INFO] Epoch: 59, train_loss: 0.1502, train_acc: 96.22, train_fscore: 96.22, valid_loss: 1.5796, valid_acc: 63.12, valid_fscore: 62.4, test_loss: 1.6735, test_acc: 63.6, test_fscore: 63.24, time: 5.32 sec
[2022-05-04 02:28:57,381][run.py][line:168][INFO] Epoch: 60, train_loss: 0.1553, train_acc: 96.2, train_fscore: 96.21, valid_loss: 1.5936, valid_acc: 63.12, valid_fscore: 62.38, test_loss: 1.6696, test_acc: 63.52, test_fscore: 63.19, time: 5.25 sec
[2022-05-04 02:29:02,502][run.py][line:168][INFO] Epoch: 61, train_loss: 0.1487, train_acc: 96.19, train_fscore: 96.2, valid_loss: 1.5818, valid_acc: 63.75, valid_fscore: 63.05, test_loss: 1.6621, test_acc: 63.79, test_fscore: 63.45, time: 5.12 sec
[2022-05-04 02:29:08,087][run.py][line:168][INFO] Epoch: 62, train_loss: 0.1484, train_acc: 96.22, train_fscore: 96.22, valid_loss: 1.5967, valid_acc: 63.39, valid_fscore: 62.65, test_loss: 1.677, test_acc: 63.6, test_fscore: 63.25, time: 5.59 sec
[2022-05-04 02:29:13,414][run.py][line:168][INFO] Epoch: 63, train_loss: 0.1538, train_acc: 96.14, train_fscore: 96.15, valid_loss: 1.5812, valid_acc: 63.48, valid_fscore: 62.74, test_loss: 1.6688, test_acc: 63.79, test_fscore: 63.43, time: 5.33 sec
[2022-05-04 02:29:18,872][run.py][line:168][INFO] Epoch: 64, train_loss: 0.144, train_acc: 96.22, train_fscore: 96.22, valid_loss: 1.5826, valid_acc: 63.3, valid_fscore: 62.55, test_loss: 1.6665, test_acc: 63.68, test_fscore: 63.3, time: 5.46 sec
[2022-05-04 02:29:24,161][run.py][line:168][INFO] Epoch: 65, train_loss: 0.153, train_acc: 96.26, train_fscore: 96.26, valid_loss: 1.5966, valid_acc: 63.39, valid_fscore: 62.61, test_loss: 1.6763, test_acc: 63.68, test_fscore: 63.31, time: 5.29 sec
[2022-05-04 02:29:29,595][run.py][line:168][INFO] Epoch: 66, train_loss: 0.1527, train_acc: 96.25, train_fscore: 96.26, valid_loss: 1.5854, valid_acc: 63.21, valid_fscore: 62.47, test_loss: 1.6726, test_acc: 63.72, test_fscore: 63.35, time: 5.43 sec
[2022-05-04 02:29:35,040][run.py][line:168][INFO] Epoch: 67, train_loss: 0.1516, train_acc: 96.2, train_fscore: 96.21, valid_loss: 1.6017, valid_acc: 63.39, valid_fscore: 62.67, test_loss: 1.6764, test_acc: 63.52, test_fscore: 63.14, time: 5.44 sec
[2022-05-04 02:29:40,567][run.py][line:168][INFO] Epoch: 68, train_loss: 0.1502, train_acc: 96.2, train_fscore: 96.21, valid_loss: 1.5816, valid_acc: 63.57, valid_fscore: 62.84, test_loss: 1.6669, test_acc: 63.72, test_fscore: 63.36, time: 5.53 sec
[2022-05-04 02:29:46,439][run.py][line:168][INFO] Epoch: 69, train_loss: 0.1478, train_acc: 96.21, train_fscore: 96.22, valid_loss: 1.5792, valid_acc: 63.12, valid_fscore: 62.36, test_loss: 1.6717, test_acc: 63.52, test_fscore: 63.16, time: 5.87 sec
[2022-05-04 02:29:52,111][run.py][line:168][INFO] Epoch: 70, train_loss: 0.1484, train_acc: 96.21, train_fscore: 96.22, valid_loss: 1.5998, valid_acc: 63.66, valid_fscore: 62.95, test_loss: 1.671, test_acc: 63.87, test_fscore: 63.48, time: 5.67 sec
[2022-05-04 02:29:52,111][run.py][line:180][INFO] finish training!
[2022-05-04 02:29:52,111][run.py][line:196][INFO] Best F-Score based on validation:63.45
[2022-05-04 02:29:52,111][run.py][line:197][INFO] Best F-Score based on test:63.66
