[2022-05-04 02:30:00,935][run.py][line:113][INFO] start training on GPU 0!
[2022-05-04 02:30:00,935][run.py][line:114][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, mlp_layers=2, gnn_layers=2, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='EmoryNLP', windowp=1, windowf=0, max_grad_norm=5.0, lr=5e-05, dropout=0.3, batch_size=32, epochs=100, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-05-04 02:30:16,493][run.py][line:168][INFO] Epoch: 1, train_loss: 1.7744, train_acc: 56.46, train_fscore: 52.86, valid_loss: 1.7114, valid_acc: 42.49, valid_fscore: 37.27, test_loss: 1.756, test_acc: 40.96, test_fscore: 34.78, time: 7.13 sec
[2022-05-04 02:32:02,360][run.py][line:168][INFO] Epoch: 19, train_loss: 0.8142, train_acc: 74.88, train_fscore: 74.1, valid_loss: 2.011, valid_acc: 39.73, valid_fscore: 39.03, test_loss: 1.8824, test_acc: 39.76, test_fscore: 38.54, time: 5.77 sec
[2022-05-04 02:32:08,047][run.py][line:168][INFO] Epoch: 20, train_loss: 0.8092, train_acc: 74.75, train_fscore: 73.83, valid_loss: 1.9106, valid_acc: 38.76, valid_fscore: 38.31, test_loss: 1.8969, test_acc: 39.38, test_fscore: 38.24, time: 5.69 sec
[2022-05-04 02:32:14,022][run.py][line:168][INFO] Epoch: 21, train_loss: 0.8031, train_acc: 75.06, train_fscore: 74.3, valid_loss: 1.9264, valid_acc: 39.66, valid_fscore: 39.21, test_loss: 1.897, test_acc: 39.53, test_fscore: 38.27, time: 5.97 sec
[2022-05-04 02:32:19,762][run.py][line:168][INFO] Epoch: 22, train_loss: 0.8092, train_acc: 75.14, train_fscore: 74.38, valid_loss: 1.7654, valid_acc: 39.66, valid_fscore: 39.3, test_loss: 1.8786, test_acc: 39.23, test_fscore: 38.23, time: 5.74 sec
[2022-05-04 02:32:25,529][run.py][line:168][INFO] Epoch: 23, train_loss: 0.8031, train_acc: 75.23, train_fscore: 74.43, valid_loss: 2.0449, valid_acc: 39.21, valid_fscore: 38.66, test_loss: 1.9021, test_acc: 39.38, test_fscore: 38.14, time: 5.77 sec
[2022-05-04 02:32:32,189][run.py][line:168][INFO] Epoch: 24, train_loss: 0.8016, train_acc: 75.17, train_fscore: 74.38, valid_loss: 1.7781, valid_acc: 40.1, valid_fscore: 39.44, test_loss: 1.8962, test_acc: 39.53, test_fscore: 38.19, time: 6.66 sec
[2022-05-04 02:32:38,129][run.py][line:168][INFO] Epoch: 25, train_loss: 0.7981, train_acc: 75.21, train_fscore: 74.45, valid_loss: 1.9922, valid_acc: 39.29, valid_fscore: 38.98, test_loss: 1.8989, test_acc: 39.08, test_fscore: 38.12, time: 5.94 sec
[2022-05-04 02:32:43,830][run.py][line:168][INFO] Epoch: 26, train_loss: 0.7937, train_acc: 75.25, train_fscore: 74.52, valid_loss: 1.8731, valid_acc: 39.96, valid_fscore: 39.32, test_loss: 1.9139, test_acc: 39.53, test_fscore: 38.26, time: 5.7 sec
[2022-05-04 02:32:49,520][run.py][line:168][INFO] Epoch: 27, train_loss: 0.7884, train_acc: 75.33, train_fscore: 74.55, valid_loss: 1.8948, valid_acc: 40.18, valid_fscore: 39.3, test_loss: 1.9133, test_acc: 39.91, test_fscore: 38.39, time: 5.69 sec
[2022-05-04 02:32:55,072][run.py][line:168][INFO] Epoch: 28, train_loss: 0.7854, train_acc: 75.54, train_fscore: 74.85, valid_loss: 2.0339, valid_acc: 40.18, valid_fscore: 39.48, test_loss: 1.9345, test_acc: 39.83, test_fscore: 38.33, time: 5.55 sec
[2022-05-04 02:33:00,715][run.py][line:168][INFO] Epoch: 29, train_loss: 0.7907, train_acc: 75.6, train_fscore: 74.84, valid_loss: 2.0408, valid_acc: 39.88, valid_fscore: 39.3, test_loss: 1.9252, test_acc: 39.91, test_fscore: 38.54, time: 5.64 sec
[2022-05-04 02:33:06,370][run.py][line:168][INFO] Epoch: 30, train_loss: 0.7783, train_acc: 75.71, train_fscore: 75.05, valid_loss: 1.832, valid_acc: 39.58, valid_fscore: 38.79, test_loss: 1.9367, test_acc: 39.31, test_fscore: 37.85, time: 5.66 sec
[2022-05-04 02:33:12,003][run.py][line:168][INFO] Epoch: 31, train_loss: 0.7774, train_acc: 75.82, train_fscore: 75.15, valid_loss: 1.9791, valid_acc: 40.4, valid_fscore: 39.37, test_loss: 1.9827, test_acc: 39.91, test_fscore: 38.23, time: 5.63 sec
[2022-05-04 02:33:17,596][run.py][line:168][INFO] Epoch: 32, train_loss: 0.7706, train_acc: 75.86, train_fscore: 75.15, valid_loss: 1.7661, valid_acc: 39.51, valid_fscore: 39.14, test_loss: 1.92, test_acc: 39.68, test_fscore: 38.64, time: 5.59 sec
[2022-05-04 02:33:23,245][run.py][line:168][INFO] Epoch: 33, train_loss: 0.7735, train_acc: 75.95, train_fscore: 75.31, valid_loss: 1.8268, valid_acc: 39.88, valid_fscore: 39.2, test_loss: 1.9415, test_acc: 40.14, test_fscore: 38.77, time: 5.65 sec
[2022-05-04 02:33:28,920][run.py][line:168][INFO] Epoch: 34, train_loss: 0.7634, train_acc: 76.01, train_fscore: 75.37, valid_loss: 1.9998, valid_acc: 40.25, valid_fscore: 39.61, test_loss: 1.9527, test_acc: 40.29, test_fscore: 39.09, time: 5.67 sec
[2022-05-04 02:33:34,698][run.py][line:168][INFO] Epoch: 35, train_loss: 0.7595, train_acc: 76.32, train_fscore: 75.72, valid_loss: 1.9187, valid_acc: 39.36, valid_fscore: 38.6, test_loss: 1.9749, test_acc: 40.29, test_fscore: 38.83, time: 5.78 sec
[2022-05-04 02:33:40,270][run.py][line:168][INFO] Epoch: 36, train_loss: 0.7677, train_acc: 76.12, train_fscore: 75.46, valid_loss: 2.0783, valid_acc: 39.73, valid_fscore: 38.97, test_loss: 1.9765, test_acc: 39.76, test_fscore: 38.2, time: 5.57 sec
[2022-05-04 02:33:45,893][run.py][line:168][INFO] Epoch: 37, train_loss: 0.7447, train_acc: 76.48, train_fscore: 75.82, valid_loss: 2.0396, valid_acc: 39.73, valid_fscore: 39.23, test_loss: 1.9649, test_acc: 39.76, test_fscore: 38.71, time: 5.62 sec
[2022-05-04 02:33:51,607][run.py][line:168][INFO] Epoch: 38, train_loss: 0.751, train_acc: 76.5, train_fscore: 75.88, valid_loss: 2.0199, valid_acc: 39.29, valid_fscore: 38.85, test_loss: 1.969, test_acc: 39.46, test_fscore: 38.44, time: 5.71 sec
[2022-05-04 02:33:57,363][run.py][line:168][INFO] Epoch: 39, train_loss: 0.7453, train_acc: 76.49, train_fscore: 75.95, valid_loss: 2.1232, valid_acc: 40.1, valid_fscore: 39.3, test_loss: 1.9891, test_acc: 39.98, test_fscore: 38.67, time: 5.75 sec
[2022-05-04 02:34:03,009][run.py][line:168][INFO] Epoch: 40, train_loss: 0.7265, train_acc: 76.53, train_fscore: 75.9, valid_loss: 1.8038, valid_acc: 39.51, valid_fscore: 38.94, test_loss: 1.9984, test_acc: 40.06, test_fscore: 38.86, time: 5.65 sec
[2022-05-04 02:34:08,624][run.py][line:168][INFO] Epoch: 41, train_loss: 0.7231, train_acc: 76.99, train_fscore: 76.48, valid_loss: 2.0494, valid_acc: 39.36, valid_fscore: 38.83, test_loss: 2.0326, test_acc: 40.14, test_fscore: 38.74, time: 5.61 sec
[2022-05-04 02:34:14,227][run.py][line:168][INFO] Epoch: 42, train_loss: 0.7236, train_acc: 77.13, train_fscore: 76.56, valid_loss: 2.1167, valid_acc: 39.43, valid_fscore: 38.67, test_loss: 2.0437, test_acc: 40.21, test_fscore: 38.61, time: 5.6 sec
[2022-05-04 02:34:20,122][run.py][line:168][INFO] Epoch: 43, train_loss: 0.7248, train_acc: 77.43, train_fscore: 76.93, valid_loss: 1.9949, valid_acc: 40.1, valid_fscore: 39.24, test_loss: 2.0, test_acc: 40.36, test_fscore: 38.76, time: 5.89 sec
[2022-05-04 02:34:25,838][run.py][line:168][INFO] Epoch: 44, train_loss: 0.7058, train_acc: 77.35, train_fscore: 76.78, valid_loss: 2.0588, valid_acc: 38.62, valid_fscore: 38.16, test_loss: 2.0417, test_acc: 39.23, test_fscore: 38.12, time: 5.72 sec
[2022-05-04 02:34:31,583][run.py][line:168][INFO] Epoch: 45, train_loss: 0.71, train_acc: 77.51, train_fscore: 76.97, valid_loss: 1.9774, valid_acc: 38.62, valid_fscore: 38.7, test_loss: 2.0396, test_acc: 39.01, test_fscore: 38.51, time: 5.74 sec
[2022-05-04 02:34:37,097][run.py][line:168][INFO] Epoch: 46, train_loss: 0.6967, train_acc: 77.97, train_fscore: 77.47, valid_loss: 2.0575, valid_acc: 39.21, valid_fscore: 38.85, test_loss: 2.0517, test_acc: 39.38, test_fscore: 38.53, time: 5.51 sec
[2022-05-04 02:34:42,781][run.py][line:168][INFO] Epoch: 47, train_loss: 0.6849, train_acc: 78.1, train_fscore: 77.61, valid_loss: 2.034, valid_acc: 38.69, valid_fscore: 38.23, test_loss: 2.0775, test_acc: 38.86, test_fscore: 37.93, time: 5.68 sec
[2022-05-04 02:34:48,287][run.py][line:168][INFO] Epoch: 48, train_loss: 0.6748, train_acc: 78.46, train_fscore: 78.02, valid_loss: 2.1836, valid_acc: 38.69, valid_fscore: 38.16, test_loss: 2.0856, test_acc: 39.08, test_fscore: 37.92, time: 5.51 sec
[2022-05-04 02:34:53,922][run.py][line:168][INFO] Epoch: 49, train_loss: 0.6666, train_acc: 78.52, train_fscore: 78.03, valid_loss: 2.053, valid_acc: 38.91, valid_fscore: 38.48, test_loss: 2.0709, test_acc: 39.01, test_fscore: 38.22, time: 5.63 sec
[2022-05-04 02:34:59,485][run.py][line:168][INFO] Epoch: 50, train_loss: 0.6685, train_acc: 78.96, train_fscore: 78.55, valid_loss: 2.2267, valid_acc: 38.32, valid_fscore: 38.04, test_loss: 2.1189, test_acc: 38.93, test_fscore: 38.13, time: 5.56 sec
[2022-05-04 02:35:05,128][run.py][line:168][INFO] Epoch: 51, train_loss: 0.6402, train_acc: 79.13, train_fscore: 78.67, valid_loss: 2.0771, valid_acc: 38.32, valid_fscore: 38.1, test_loss: 2.1485, test_acc: 38.93, test_fscore: 38.09, time: 5.64 sec
[2022-05-04 02:35:10,644][run.py][line:168][INFO] Epoch: 52, train_loss: 0.6362, train_acc: 79.31, train_fscore: 78.94, valid_loss: 2.1512, valid_acc: 38.62, valid_fscore: 38.26, test_loss: 2.1635, test_acc: 38.7, test_fscore: 37.57, time: 5.52 sec
[2022-05-04 02:35:16,344][run.py][line:168][INFO] Epoch: 53, train_loss: 0.6351, train_acc: 79.65, train_fscore: 79.23, valid_loss: 2.154, valid_acc: 37.05, valid_fscore: 36.96, test_loss: 2.1811, test_acc: 39.16, test_fscore: 38.27, time: 5.7 sec
[2022-05-04 02:35:22,003][run.py][line:168][INFO] Epoch: 54, train_loss: 0.6238, train_acc: 79.76, train_fscore: 79.33, valid_loss: 2.2994, valid_acc: 38.39, valid_fscore: 38.28, test_loss: 2.2223, test_acc: 39.61, test_fscore: 38.95, time: 5.66 sec
[2022-05-04 02:35:27,548][run.py][line:168][INFO] Epoch: 55, train_loss: 0.6036, train_acc: 80.76, train_fscore: 80.41, valid_loss: 2.4807, valid_acc: 37.8, valid_fscore: 36.99, test_loss: 2.2657, test_acc: 38.7, test_fscore: 37.36, time: 5.54 sec
[2022-05-04 02:35:33,221][run.py][line:168][INFO] Epoch: 56, train_loss: 0.5867, train_acc: 81.05, train_fscore: 80.74, valid_loss: 2.4288, valid_acc: 38.17, valid_fscore: 37.64, test_loss: 2.2702, test_acc: 39.68, test_fscore: 38.6, time: 5.67 sec
[2022-05-04 02:35:38,851][run.py][line:168][INFO] Epoch: 57, train_loss: 0.573, train_acc: 81.36, train_fscore: 81.04, valid_loss: 2.3695, valid_acc: 37.87, valid_fscore: 37.42, test_loss: 2.2935, test_acc: 39.16, test_fscore: 38.04, time: 5.63 sec
[2022-05-04 02:35:44,382][run.py][line:168][INFO] Epoch: 58, train_loss: 0.557, train_acc: 82.06, train_fscore: 81.76, valid_loss: 2.3658, valid_acc: 37.43, valid_fscore: 37.45, test_loss: 2.3348, test_acc: 39.01, test_fscore: 38.53, time: 5.53 sec
[2022-05-04 02:35:50,129][run.py][line:168][INFO] Epoch: 59, train_loss: 0.5388, train_acc: 82.53, train_fscore: 82.25, valid_loss: 2.4452, valid_acc: 37.65, valid_fscore: 37.29, test_loss: 2.3574, test_acc: 39.46, test_fscore: 38.48, time: 5.75 sec
[2022-05-04 02:35:55,735][run.py][line:168][INFO] Epoch: 60, train_loss: 0.5209, train_acc: 83.36, train_fscore: 83.1, valid_loss: 2.4404, valid_acc: 36.9, valid_fscore: 36.94, test_loss: 2.4696, test_acc: 38.48, test_fscore: 37.68, time: 5.61 sec
[2022-05-04 02:36:02,022][run.py][line:168][INFO] Epoch: 61, train_loss: 0.5074, train_acc: 83.59, train_fscore: 83.33, valid_loss: 2.6025, valid_acc: 37.65, valid_fscore: 37.28, test_loss: 2.5117, test_acc: 39.23, test_fscore: 38.37, time: 6.29 sec
[2022-05-04 02:36:07,700][run.py][line:168][INFO] Epoch: 62, train_loss: 0.4923, train_acc: 84.56, train_fscore: 84.34, valid_loss: 2.8779, valid_acc: 36.53, valid_fscore: 36.4, test_loss: 2.5015, test_acc: 38.7, test_fscore: 38.1, time: 5.68 sec
[2022-05-04 02:36:13,374][run.py][line:168][INFO] Epoch: 63, train_loss: 0.4782, train_acc: 84.96, train_fscore: 84.74, valid_loss: 2.5698, valid_acc: 37.43, valid_fscore: 37.15, test_loss: 2.5367, test_acc: 39.08, test_fscore: 38.35, time: 5.67 sec
[2022-05-04 02:36:19,113][run.py][line:168][INFO] Epoch: 64, train_loss: 0.4761, train_acc: 84.83, train_fscore: 84.64, valid_loss: 2.7434, valid_acc: 36.9, valid_fscore: 36.63, test_loss: 2.5781, test_acc: 39.16, test_fscore: 38.23, time: 5.74 sec
[2022-05-04 02:36:24,645][run.py][line:168][INFO] Epoch: 65, train_loss: 0.4449, train_acc: 85.88, train_fscore: 85.69, valid_loss: 2.7394, valid_acc: 36.61, valid_fscore: 36.95, test_loss: 2.6405, test_acc: 38.78, test_fscore: 38.63, time: 5.53 sec
[2022-05-04 02:36:30,231][run.py][line:168][INFO] Epoch: 66, train_loss: 0.4223, train_acc: 87.02, train_fscore: 86.87, valid_loss: 2.8092, valid_acc: 37.28, valid_fscore: 37.07, test_loss: 2.6786, test_acc: 38.7, test_fscore: 37.94, time: 5.59 sec
[2022-05-04 02:36:35,838][run.py][line:168][INFO] Epoch: 67, train_loss: 0.406, train_acc: 87.44, train_fscore: 87.29, valid_loss: 2.8321, valid_acc: 36.24, valid_fscore: 36.23, test_loss: 2.7271, test_acc: 38.7, test_fscore: 38.19, time: 5.61 sec
[2022-05-04 02:36:41,499][run.py][line:168][INFO] Epoch: 68, train_loss: 0.3853, train_acc: 88.27, train_fscore: 88.14, valid_loss: 3.0623, valid_acc: 36.09, valid_fscore: 36.24, test_loss: 2.8264, test_acc: 39.31, test_fscore: 38.9, time: 5.66 sec
[2022-05-04 02:36:47,121][run.py][line:168][INFO] Epoch: 69, train_loss: 0.3652, train_acc: 88.77, train_fscore: 88.66, valid_loss: 3.1658, valid_acc: 36.68, valid_fscore: 36.46, test_loss: 2.9072, test_acc: 38.4, test_fscore: 37.72, time: 5.62 sec
[2022-05-04 02:36:52,699][run.py][line:168][INFO] Epoch: 70, train_loss: 0.3546, train_acc: 89.16, train_fscore: 89.08, valid_loss: 2.9811, valid_acc: 36.68, valid_fscore: 35.91, test_loss: 3.0226, test_acc: 39.38, test_fscore: 37.72, time: 5.58 sec
[2022-05-04 02:36:58,462][run.py][line:168][INFO] Epoch: 71, train_loss: 0.3351, train_acc: 89.52, train_fscore: 89.42, valid_loss: 3.1374, valid_acc: 36.53, valid_fscore: 36.28, test_loss: 3.0822, test_acc: 38.78, test_fscore: 37.91, time: 5.76 sec
[2022-05-04 02:37:04,262][run.py][line:168][INFO] Epoch: 72, train_loss: 0.3293, train_acc: 89.92, train_fscore: 89.83, valid_loss: 3.0817, valid_acc: 36.53, valid_fscore: 36.51, test_loss: 3.0748, test_acc: 38.63, test_fscore: 38.21, time: 5.8 sec
[2022-05-04 02:37:09,959][run.py][line:168][INFO] Epoch: 73, train_loss: 0.304, train_acc: 90.98, train_fscore: 90.91, valid_loss: 3.6333, valid_acc: 35.86, valid_fscore: 36.29, test_loss: 3.2417, test_acc: 37.58, test_fscore: 37.38, time: 5.7 sec
[2022-05-04 02:37:15,626][run.py][line:168][INFO] Epoch: 74, train_loss: 0.2986, train_acc: 91.03, train_fscore: 90.99, valid_loss: 3.4401, valid_acc: 35.86, valid_fscore: 35.93, test_loss: 3.3378, test_acc: 37.95, test_fscore: 37.53, time: 5.67 sec
[2022-05-04 02:37:21,303][run.py][line:168][INFO] Epoch: 75, train_loss: 0.279, train_acc: 91.79, train_fscore: 91.73, valid_loss: 3.3281, valid_acc: 36.76, valid_fscore: 36.73, test_loss: 3.3205, test_acc: 38.7, test_fscore: 38.21, time: 5.68 sec
[2022-05-04 02:37:26,832][run.py][line:168][INFO] Epoch: 76, train_loss: 0.2701, train_acc: 91.94, train_fscore: 91.88, valid_loss: 3.3503, valid_acc: 36.83, valid_fscore: 36.75, test_loss: 3.3981, test_acc: 38.33, test_fscore: 37.57, time: 5.53 sec
[2022-05-04 02:37:32,412][run.py][line:168][INFO] Epoch: 77, train_loss: 0.2682, train_acc: 92.18, train_fscore: 92.13, valid_loss: 3.47, valid_acc: 35.64, valid_fscore: 35.85, test_loss: 3.5304, test_acc: 38.03, test_fscore: 37.42, time: 5.58 sec
[2022-05-04 02:37:39,212][run.py][line:168][INFO] Epoch: 78, train_loss: 0.2573, train_acc: 92.51, train_fscore: 92.46, valid_loss: 3.7561, valid_acc: 35.57, valid_fscore: 35.26, test_loss: 3.6488, test_acc: 38.78, test_fscore: 37.62, time: 6.8 sec
[2022-05-04 02:37:45,281][run.py][line:168][INFO] Epoch: 79, train_loss: 0.2394, train_acc: 92.82, train_fscore: 92.78, valid_loss: 3.7791, valid_acc: 36.16, valid_fscore: 36.15, test_loss: 3.6808, test_acc: 37.58, test_fscore: 36.91, time: 6.07 sec
[2022-05-04 02:37:50,949][run.py][line:168][INFO] Epoch: 80, train_loss: 0.2352, train_acc: 93.35, train_fscore: 93.31, valid_loss: 4.1145, valid_acc: 35.94, valid_fscore: 35.94, test_loss: 3.7283, test_acc: 38.93, test_fscore: 38.33, time: 5.67 sec
[2022-05-04 02:37:56,616][run.py][line:168][INFO] Epoch: 81, train_loss: 0.2238, train_acc: 93.37, train_fscore: 93.34, valid_loss: 3.8545, valid_acc: 36.83, valid_fscore: 36.66, test_loss: 3.7823, test_acc: 38.1, test_fscore: 37.22, time: 5.67 sec
[2022-05-04 02:38:02,251][run.py][line:168][INFO] Epoch: 82, train_loss: 0.205, train_acc: 93.84, train_fscore: 93.81, valid_loss: 4.0277, valid_acc: 36.09, valid_fscore: 36.23, test_loss: 3.8694, test_acc: 38.55, test_fscore: 38.15, time: 5.64 sec
[2022-05-04 02:38:07,828][run.py][line:168][INFO] Epoch: 83, train_loss: 0.1993, train_acc: 94.04, train_fscore: 94.01, valid_loss: 4.0256, valid_acc: 36.09, valid_fscore: 35.84, test_loss: 3.948, test_acc: 38.55, test_fscore: 37.71, time: 5.58 sec
[2022-05-04 02:38:13,551][run.py][line:168][INFO] Epoch: 84, train_loss: 0.1886, train_acc: 94.72, train_fscore: 94.69, valid_loss: 3.9167, valid_acc: 35.27, valid_fscore: 34.87, test_loss: 4.0547, test_acc: 38.18, test_fscore: 36.99, time: 5.72 sec
[2022-05-04 02:38:19,267][run.py][line:168][INFO] Epoch: 85, train_loss: 0.1841, train_acc: 94.62, train_fscore: 94.6, valid_loss: 4.3456, valid_acc: 35.71, valid_fscore: 35.69, test_loss: 4.0728, test_acc: 38.78, test_fscore: 38.1, time: 5.72 sec
[2022-05-04 02:38:24,898][run.py][line:168][INFO] Epoch: 86, train_loss: 0.1746, train_acc: 94.92, train_fscore: 94.9, valid_loss: 4.7445, valid_acc: 35.79, valid_fscore: 36.16, test_loss: 4.1589, test_acc: 38.33, test_fscore: 37.97, time: 5.63 sec
[2022-05-04 02:38:30,608][run.py][line:168][INFO] Epoch: 87, train_loss: 0.1707, train_acc: 95.1, train_fscore: 95.08, valid_loss: 4.9984, valid_acc: 36.31, valid_fscore: 36.57, test_loss: 4.2995, test_acc: 38.1, test_fscore: 37.47, time: 5.71 sec
[2022-05-04 02:38:36,302][run.py][line:168][INFO] Epoch: 88, train_loss: 0.165, train_acc: 95.39, train_fscore: 95.37, valid_loss: 4.2079, valid_acc: 35.86, valid_fscore: 35.8, test_loss: 4.3609, test_acc: 38.25, test_fscore: 37.53, time: 5.69 sec
[2022-05-04 02:38:41,887][run.py][line:168][INFO] Epoch: 89, train_loss: 0.163, train_acc: 95.07, train_fscore: 95.05, valid_loss: 3.8546, valid_acc: 36.16, valid_fscore: 36.02, test_loss: 4.4922, test_acc: 38.48, test_fscore: 37.65, time: 5.58 sec
[2022-05-04 02:38:47,436][run.py][line:168][INFO] Epoch: 90, train_loss: 0.1548, train_acc: 95.39, train_fscore: 95.37, valid_loss: 4.8977, valid_acc: 37.35, valid_fscore: 37.23, test_loss: 4.6809, test_acc: 37.95, test_fscore: 36.93, time: 5.55 sec
[2022-05-04 02:38:53,122][run.py][line:168][INFO] Epoch: 91, train_loss: 0.1444, train_acc: 95.83, train_fscore: 95.82, valid_loss: 4.6438, valid_acc: 35.27, valid_fscore: 35.36, test_loss: 4.5029, test_acc: 38.1, test_fscore: 37.45, time: 5.69 sec
[2022-05-04 02:38:58,736][run.py][line:168][INFO] Epoch: 92, train_loss: 0.1444, train_acc: 95.59, train_fscore: 95.58, valid_loss: 5.1765, valid_acc: 36.01, valid_fscore: 36.01, test_loss: 4.7098, test_acc: 38.18, test_fscore: 37.42, time: 5.61 sec
